Publication Number,B60K6_48,Y02T10_6221,B60K6_387,B60K6_405,B60K2006_4825,Y02T10_6252,B60K6_42,B60K6_02,B60K6_26,B60K6_365,B60K6_547,B60K17_02,B60K6_40,B60K6_485,H02K7_108,H02K51_00,Y10S903_902,F16H3_66,F16D25_0638,H02K7_006
JP2000156909A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5772809B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4227983B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019107931A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5329685B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010167959A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN201824022845A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009130992A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6485404B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4360343B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN205044511U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009248619A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017197040A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3743353B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5074758B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008222067A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010076677A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4877212B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2016193685A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN201741003695A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005075046A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005238922A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5196248B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4324160B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2004142636A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4137110B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012066747A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4474367B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008143315A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010083361A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4434194B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN104773064B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN205202714U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006034054A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009166643A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN201003577Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010036867A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008105639A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5612282B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206141303U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010076520A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208006698U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207711794U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007170462A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5092988B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4251134B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013082367A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009131074A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4182061B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3992032B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5003411B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008167625A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006050845A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4069903B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2015217797A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207565315U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105459797B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5307603B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000156918A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105437948B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019031206A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017013707A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009292260A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN104816623B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012111293A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5702698B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007296869A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208682599U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009257521A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN103144528B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006183817A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5298886B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4779800B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN201847001533A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009286301A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008230401A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2011020503A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4222372B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008062779A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6334182B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018090206A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006183547A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206086342U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5293653B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207889521U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4462258B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5206559B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207291649U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010120518A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005016439A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4429263B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN106515420A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013043589A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5024101B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010036741A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009179204A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206141306U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017116019A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4190492B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN106183784B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4530999B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010006152A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3953050B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2011211839A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4274185B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20090134820A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009173128A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017136982A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005076776A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010120519A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4182053B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009298365A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN100523548C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019085002A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019093883A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6035234B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018070107A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN109986947A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN109986957A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN109986952A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009006829A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008100544A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206589664U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6443503B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8267824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105459796B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007253736A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206436814U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000272360A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RU2017145159A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018192993A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5413252B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019019910A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105253007A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3841250B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009214738A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005001567A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5106869B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010173493A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012051564A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4803095B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4215027B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5293665B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4830927B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN107539104A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012136110A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009227097A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206983714U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN5943CHENP2013A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3797284B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6464960B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206568872U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018053950A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208530278U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4723931B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009067258A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5704064B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5198127B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4136978B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4031773B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013155764A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008162483A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207859938U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009018709A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010274705A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5189295B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8038571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000156907A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6160463B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7109596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009274487A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8126622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013113434A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4192855B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207140781U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010158137A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4405983B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208290957U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000166001A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2016203750A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013159326A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2014069603A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IDP000058859B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207961431U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009143361A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5035360B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010159036A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208646587U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010070040A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017218022A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN205534050U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010149745A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6197764B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007118725A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6314819B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017110742A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5135924B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN203805685U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5322749B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP1999125319A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3812224B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4345791B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN8289CHENP2012A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20080109139A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5239418B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP1998075505A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012111448A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012153220A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009113670A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8006790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019055721A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4830987B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010143292A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009018739A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4274155B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5018272B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009262586A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208053086U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013184651A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20080236911A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5760958B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4229046B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208789485U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4299288B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3173436B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008195211A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2016132325A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007186154A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4274158B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009166516A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010076544A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WO2009051113A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4314239B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208630353U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2016199108A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007216842A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007232108A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017210059A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008114803A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017047834A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105015318B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4789638B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN109808480A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206086343U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4561760B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4345792B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009036354A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6358207B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017159828A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206568870U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018134942A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5110133B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4337802B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007153337A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013043503A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010143282A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5245560B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2015101239A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208439056U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2016078631A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6070451B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018192879A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009286187A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007203875A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN106585362B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4967634B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010074886A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006298063A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7998023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US20180319391A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8191661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR3061692B1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN106808995A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR3062101B1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WO2019070664A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8645013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8956263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR3061692A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR3062101A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WO2019110277A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8307925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN209409789U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5824501B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN110005763A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105235495B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7062916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007198528A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2016141201A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8210291,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2011246065A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
